"","Name","Publisher","Developer","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"767","Kingdom Hearts 3D: Dream Drop Distance","Square Enix","Square Enix","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"768","Dance Dance Revolution: Hottest Party 2","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"769","SoulCalibur IV","Ubisoft","Namco","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"770","Sonic Generations","Sega","Sega","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"771","Spyro 2: Season of Flame","Vivendi Games","Digital Eclipse","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"772","Mario Party 10","Nintendo","Nintendo, Nd Cube","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"773","Devil May Cry 4","Capcom","Capcom","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"774","Dead Rising 3","Microsoft Game Studios","Capcom Vancouver","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"775","NCAA Football 2002","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"776","Gears of War: Judgment","Microsoft Game Studios","Epic Games","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"777","Watch Dogs","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"778","Guitar Hero: On Tour Decades","Activision","Vicarious Visions","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"779","Madden NFL 15","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"780","Conflict: Desert Storm","Gotham Games","Pivotal Games","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"781","Mario Party 7","Nintendo","Hudson","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"782","Dragon Quest V: Hand of the Heavenly Bride","Square Enix","ArtePiazza","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"783","Smuggler's Run","Take-Two Interactive","Rockstar San Diego","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"784","Fight Night Round 3","Electronic Arts","EA Chicago","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"785","Need for Speed: Most Wanted","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"786","Carnival Games: Mini Golf","Take-Two Interactive","Cat Daddy Games","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"787","Pokemon Mystery Dungeon: Explorers of Sky","Nintendo","ChunSoft","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"788","LEGO Pirates of the Caribbean: The Video Game","Disney Interactive Studios","Traveller's Tales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"789","Stuntman","Atari","Reflections Interactive","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"790","Tom Clancy's Rainbow Six 3","Ubisoft","Ubisoft","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"791","LEGO Harry Potter: Years 1-4","Warner Bros. Interactive Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"792","Spider-Man 2: Enter: Electro","Activision","Vicarious Visions","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"793","Guitar Hero 5","Activision","Vicarious Visions","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"794","Wolfenstein: The New Order","Bethesda Softworks","MachineGames","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"795","Mafia II","Take-Two Interactive","2K Czech","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"796","BioShock 2","Take-Two Interactive","2K Marin","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"797","Dark Cloud","Sony Computer Entertainment","Level 5","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"798","Warcraft III: The Frozen Throne","Activision","Blizzard Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"799","Active Life: Outdoor Challenge","Atari","h.a.n.d. Inc.","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"800","Tom Clancy's Ghost Recon Advanced Warfighter","Ubisoft","Ubisoft Paris","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"801","MVP Baseball 2005","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"802","Uncharted: Golden Abyss","Sony Computer Entertainment","Naughty Dog, Sony Bend","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"803","Go Vacation","Namco Bandai Games","Namco Bandai Games","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"804","Pro Evolution Soccer 2013","Konami Digital Entertainment","Konami","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"805","Dishonored","Bethesda Softworks","Arkane Studios","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"806","Mario Golf: Toadstool Tour","Nintendo","Camelot Software Planning","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"807","Call of Duty: Black Ops II","Activision","Treyarch","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"808","Resident Evil: The Umbrella Chronicles","Capcom","Cavia Inc.","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"809","The Simpsons Skateboarding","Electronic Arts","The Code Monkeys","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"810","Donkey Kong Country: Tropical Freeze","Nintendo","Retro Studios","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"811","Fight Night Round 4","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"812","Super Monkey Ball 2","Atari","Amusement Vision","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"813","Pac-Man World 2","Namco Bandai Games","Namco","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"814","MySims Kingdom","Electronic Arts","EA Redwood Shores","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"815","Dead Space 2","Electronic Arts","Visceral Games","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"816","The Simpsons Game","Electronic Arts","Electronic Arts","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"817","The Simpsons Game","Electronic Arts","Griptonite Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"818","Football Manager 2012","Sega","Sports Interactive","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"819","Ni no Kuni: Wrath of the White Witch","Namco Bandai Games","Level 5","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"820","SoulCalibur II","Namco Bandai Games","Namco","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"821","Call of Duty 3","Activision","Treyarch","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"822","Tokyo Xtreme Racer Zero","Crave Entertainment","Genki","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"823","Red Faction II","THQ","Volition Inc.","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"824","Madden NFL 2001","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"825","Star Wars: The Force Unleashed II","LucasArts","LucasArts","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"826","Rock Band 2","MTV Games","Harmonix Music Systems","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"827","Final Fantasy: Crystal Chronicles","Nintendo","Square Enix","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"828","Medal of Honor: Frontline","Electronic Arts","EA LA","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"829","Madden NFL 09","Electronic Arts","EA Tiburon","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"830","Dead Rising 2","Capcom","Blue Castle Games","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"831","Mafia II","Take-Two Interactive","2K Czech","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"832","Batman: Arkham Knight","Warner Bros. Interactive Entertainment","Rocksteady Studios","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"833","Dirge of Cerberus: Final Fantasy VII","Square Enix","Square Enix","Puntajes Cr?ticos intermedio","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"834","Sonic Rivals 2","Sega","Backbone Entertainment","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"835","Resistance 3","Sony Computer Entertainment","Insomniac Games","Puntajes Cr?ticos muy alto","n? criticas criticos muy alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"836","Drawn To Life: SpongeBob SquarePants Edition","THQ","Altron","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"837","007: Quantum of Solace","Activision","Treyarch","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"838","Major League Baseball 2K5","Take-Two Interactive","Kush Games","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"839","Fight Night 2004","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"840","LEGO Star Wars III: The Clone Wars","LucasArts","Traveller's Tales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"841","Tom Clancy's Splinter Cell: Pandora Tomorrow","Ubisoft","Ubisoft Shanghai","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"842","Call of Duty Black Ops: Declassified","Activision","Nihilistic","Puntajes Cr?ticos bajo","n? criticas criticos intermedio","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"843","Tom Clancy's Ghost Recon: Future Soldier","Ubisoft","Ubisoft Paris","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"844","Fight Night Round 3","Electronic Arts","EA Chicago","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"845","Xenogears","SquareSoft","SquareSoft","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"846","Super Scribblenauts","Warner Bros. Interactive Entertainment","5TH Cell","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"847","Super Monkey Ball","Atari","Amusement Vision","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"848","SoulCalibur IV","Ubisoft","Namco","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"849","Mario Superstar Baseball","Nintendo","Namco","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"850","Battlefield: Bad Company","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"851","Homefront","THQ","Kaos Studios","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"852","Onimusha 3: Demon Siege","Capcom","Capcom","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"853","Red Dead Revolver","Take-Two Interactive","Rockstar San Diego","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"854","Resident Evil: Outbreak","Capcom","Capcom","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"855","Mass Effect 2","Electronic Arts","BioWare","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"856","LEGO Battles: Ninjago","Warner Bros. Interactive Entertainment","Hellbent Games","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"857","NBA 2K14","Take-Two Interactive","Visual Concepts","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"858","SingStar Pop","Sony Computer Entertainment","SCEE London Studio","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"859","Disney Infinity","Disney Interactive Studios","Avalanche Software","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"860","My Word Coach","Ubisoft","Ubisoft","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"861","Tiger Woods PGA Tour 2005","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"862","NCAA Football 2003","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"863","Star Wars: The Force Unleashed II","LucasArts","LucasArts","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"864","Frogger 2: Swampy's Revenge","Hasbro Interactive","Blitz Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"865","WWE SmackDown vs Raw 2008","THQ","Yuke's","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"866","Kinect Joy Ride","Microsoft Game Studios","BigPark","Puntajes Cr?ticos intermedio","n? criticas criticos intermedio","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
