"","Name","Publisher","Developer","Puntajes Cr?ticos","Puntajes usuarios"
"6271","Wonder World Amusement Park","Majesco Entertainment","Coyote Console","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6272","Ride 2","Milestone S.r.l","Milestone S.r.l","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6273","Wing Island","Konami Digital Entertainment","CAProduction","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6274","Silent Hunter: Wolves of the Pacific","Ubisoft","Ubisoft Romania","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6275","Wrath Unleashed","LucasArts","Double Helix Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6276","March of the Penguins","Zoo Digital Publishing","SkyRiver Studios","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6277","Double Dragon Advance","Atlus","Million","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6278","The Bible Game","Crave Entertainment","Crave","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6279","Bubble Bobble Revolution","Atari","Taito Corporation","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6280","Yager","THQ","Yager","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6281","Root Letter","PQube","Kadokawa","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6282","Futurama","SCi","UDS","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6283","Supreme Commander","THQ","Gas Powered Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6284","Pool Hall Pro","Playlogic Game Factory","Icon Games","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6285","Wolfenstein","Activision","id Software, Raven Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6286","Microsoft Train Simulator","Microsoft Game Studios","Kuju Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6287","Resident Evil 6","Capcom","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6288","Assassin's Creed: Altair's Chronicles","Ubisoft","Gameloft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6289","Bad Boys: Miami Takedown","Empire Interactive","Blitz Games","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6290","Fantastic Four: Rise of the Silver Surfer","Take-Two Interactive","7 Studios","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6291","Pony Friends","Eidos Interactive","Tantalus Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6292","Art of Fighting Anthology","Crave Entertainment","SNK Playmore","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6293","Sébastien Loeb Rally Evo","Milestone S.r.l","Milestone S.r.l","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6294","Lux-Pain","Rising Star Games","Killaware","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6295","Guilty Gear XX Accent Core","Unknown","Arc System Works","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6296","Mafia","Take-Two Interactive","Illusion Softworks","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6297","Disney's Donald Duck: Goin' Quackers","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6298","Operation Flashpoint: Elite","Codemasters","Bohemia Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6299","Fantastic Four: Rise of the Silver Surfer","Take-Two Interactive","7 Studios","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6300","Virtua Tennis 3","Sega","Sumo Digital","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6301","Front Mission","Square Enix","Square Enix","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6302","Tropico 3","Kalypso Media","Haemimont","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6303","Boktai 2: Solar Boy Django","Konami Digital Entertainment","KCEJ","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6304","Life is Strange","Square Enix","DONTNOD Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6305","Battlezone","Rebellion Developments","Rebellion","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6306","Pro Evolution Soccer 2016","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6307","The Dark Spire","Success","Success","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6308","Teenage Mutant Ninja Turtles: Mutants in Manhattan","Activision","PlatinumGames","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6309","Runaway: A Twist of Fate","Focus Home Interactive","Pendulo Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6310","FlatOut 2","Empire Interactive","Bugbear","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6311","Rogue Trooper","Eidos Interactive","Rebellion","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6312","Backyard Baseball '09","Atari","Humongous Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6313","Tom Clancy's HAWX","Ubisoft","Ubisoft Romania","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6314","Enemy Front","Namco Bandai Games","CI Games","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6315","Shantae and the Pirate's Curse","Rising Star Games","WayForward","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6316","Dai Senryaku VII: Modern Military Tactics","Kool Kizz","SystemSoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6317","Castle of Shikigami III","PQube","Alfa System","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6318","Nobunaga's Ambition: Sphere of Influence","Tecmo Koei","Koei Tecmo Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6319","FIFA Street 2","Electronic Arts","Exient Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6320","City Life: World Edition","Monte Christo Multimedia","Monte Cristo Multimedia","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6321","Corpse Party: Book of Shadows","5pb","5pb","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6322","WarTech: Senko no Ronde","Ubisoft","G.Rev","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6323","IL-2 Sturmovik: 1946","Ubisoft","1C: Maddox Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6324","Red Ninja: End of Honor","Vivendi Games","Opus","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6325","Praetorians","Eidos Interactive","Pyro Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6326","Smash Court Tennis 3","Namco Bandai Games","Namco Bandai Games America, Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6327","LEGO Friends","Warner Bros. Interactive Entertainment","Hellbent Games","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6328","SPRay","Tecmo Koei","EKO Software","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6329","Outlaw Tennis","Global Star","Hypnotix","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6330","Brothers: A Tale of Two Sons","505 Games","Starbreeze","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6331","Attack of the Movies 3D","Majesco Entertainment","Panic Button","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6332","Secret Files: Tunguska","DreamCatcher Interactive","Fusionsphere Systems","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6333","NASCAR 07","Electronic Arts","EA Tiburon","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6334","Dance Dance Revolution Disney Mix","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6335","Nitroplus Blasterz: Heroines Infinite Duel","Marvelous Interactive","Examu, Marvelous Inc.","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6336","Thrillville: Off the Rails","LucasArts","DC Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6337","Bloody Roar Extreme","Hudson Soft","Eighting/Raizing","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6338","Clockwork Empires","Unknown","Gaslamp Games","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6339","Split/Second","Disney Interactive Studios","Black Rock Studio","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6340","Resident Evil 6","Capcom","Capcom, QLOC","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6341","Dead Head Fred","D3Publisher","Vicious Cycle","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6342","Ride to Hell","Deep Silver","Eutechnyx, Deep Silver","Puntajes Cr?ticos muy bajo","Puntajes usuarios muy bajo"
"6343","Need for Speed: ProStreet","Electronic Arts","EA Games","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6344","Digimon Rumble Arena 2","Atari","Black Ship Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6345","Gravity Falls: Legend of the Gnome Gemulets","Ubisoft","Ubisoft Osaka","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6346","Rodea the Sky Soldier","Nippon Ichi Software","Prope, Kadokawa","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6347","Hellboy: The Science of Evil","Konami Digital Entertainment","Krome Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6348","The Sims Deluxe","Electronic Arts","Maxis","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6349","LEGO Indiana Jones: The Original Adventures","LucasArts","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6350","The Sims 2: Pets","Electronic Arts","Maxis","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6351","Deadliest Warrior: Ancient Combat","Cloud Imperium Games Corporation","Pipeworks Software, Inc.","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6352","The Kore Gang","Flashpoint Games","Snap Dragon Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6353","Rugby Challenge 3","Alternative Software","Wicked Witch Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6354","Blood Bowl","Focus Home Interactive","Cyanide","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6355","Port Royale 2","Ascaron Entertainment GmbH","Ascaron Entertainment GmbH","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6356","Star Trek: Shattered Universe","Global Star","Starsphere Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6357","Company of Heroes: Tales of Valor","THQ","Relic","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6358","Guilty Gear XX Accent Core","505 Games","Arc System Works","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6359","WarJetz","3DO","3DO","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6360","Devil May Cry 4","Capcom","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6361","Barnyard","THQ","Blue Tongue Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6362","Test Drive: Ferrari Legends","Unknown","Atari, Slightly Mad Studios, Atari SA","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6363","Heroes of Might and Magic V","Ubisoft","Nival Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6364","Metal Gear Solid: Digital Graphic Novel","Konami Digital Entertainment","Kojima Productions","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6365","Aeon Flux","THQ","Terminal Reality","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6366","Age of Mythology: The Titans","Microsoft Game Studios","Ensemble Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6367","Psycho-Pass: Mandatory Happiness","Nippon Ichi Software","5pb","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6368","Virtua Tennis 4","Sega","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6369","Shattered Union","Take-Two Interactive","PopTop Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6370","GRID","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6371","Unchained Blades","FuRyu","FuRyu","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6372","Terraria","505 Games","Engine Software","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6373","Company of Heroes: Opposing Fronts","THQ","Relic","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6374","NHL Hitz Pro","Unknown","Next Level Games","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6375","Superman: Countdown to Apokolips","Atari","Mistic Software","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6376","Worms 4: Mayhem","Codemasters","Team 17","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6377","Rise of Nations","Microsoft Game Studios","Big Huge Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6378","Men of War: Vietnam","Unknown","Best Way","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6379","Imperial Glory","Eidos Interactive","Pyro Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6380","Antz Extreme Racing","Empire Interactive","Empire Interactive","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6381","Samurai Warriors 2: Empires","Tecmo Koei","Omega Force","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6382","Metal Slug XX","DHM Interactive","SNK Playmore","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6383","Patrician IV","Kalypso Media","Gaming Minds Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6384","Fisherman's Challenge","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6385","Resident Evil: Revelations","Capcom","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6386","The Da Vinci Code","Take-Two Interactive","Double Helix Games","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6387","Pure Pinball","XS Games","Iridon Interactive AB","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6388","Headhunter: Redemption","Sega","Amuze","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6389","Dead Rising","Capcom","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6390","Grand Theft Auto: Vice City","Take-Two Interactive","Rockstar North","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6391","Surf's Up","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6392","SWAT: Target Liberty","Vivendi Games","3G Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6393","Twin Strike: Operation Thunder","Zoo Games","Naps Team","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6394","CSI: Fatal Conspiracy","Ubisoft","Telltale Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6395","Bomberman: Act Zero","Konami Digital Entertainment","Hudson","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6396","Empire Earth III","Vivendi Games","Mad Doc Software","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6397","Resident Evil: Operation Raccoon City","Capcom","Slant Six","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6398","Dreamfall: The Longest Journey","Empire Interactive","Funcom","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6399","JASF: Jane's Advanced Strike Fighters","Deep Silver","Trickstar Games","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6400","Brothers In Arms DS","Ubisoft","Gameloft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6401","Colin McRae Rally 3","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6402","TMNT","Ubisoft","Ubisoft Quebec","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6403","Stolen","Hip Interactive","Blue 52","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6404","Stoked: Big Air Edition","Namco Bandai Games","Bongfish","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6405","LEGO Jurassic World","Warner Bros. Interactive Entertainment","TT Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6406","Pro Race Driver","Codemasters","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6407","The Movies","Activision","Lionhead Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6408","FIFA World Cup Germany 2006","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6409","Supreme Commander: Forged Alliance","THQ","Gas Powered Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6410","Dragon Ball: Advanced Adventure","Namco Bandai Games","Dimps Corporation","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6411","Lost Planet 3","Capcom","Spark Unlimited","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6412","Echo Night Beyond","Indie Games","From Software","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6413","Meteos: Disney Magic","Disney Interactive Studios","Q Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6414","Beyblade Evolution","Rising Star Games","Rising Star Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6415","Castlevania: Lords of Shadow 2","Konami Digital Entertainment","Mercury Steam","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6416","Greg Hastings' Tournament Paintball Max'd","Activision","Nightlight Studios","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6417","Halo: Combat Evolved","Microsoft Game Studios","Gearbox Software","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6418","Exist Archive: The Other Side of the Sky","Aksys Games","Tri-Ace","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6419","Little Red Riding Hood's Zombie BBQ","Destineer","EnjoyUp Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6420","Assassin's Creed Chronicles: China","Ubisoft","Climax Group, Climax Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6421","Worms: Ultimate Mayhem","Unknown","Team 17","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6422","Rugby 08","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6423","Caesar IV","Vivendi Games","Tilted Mill","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6424","Ferrari Challenge Trofeo Pirelli","System 3 Arcade Software","Eutechnyx","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6425","Cy Girls","Konami Digital Entertainment","KCEJ","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6426","Ray Gigant","Namco Bandai Games","Bandai Namco Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6427","APB Reloaded","Iceberg Interactive","Reloaded Productions, Reloaded Games Inc.","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
